time,power
2020-05-26 03:25:00+00:00,81450.0
2020-05-26 03:25:20+00:00,82790.0
2020-05-26 03:25:40+00:00,76900.0
2020-05-26 03:26:00+00:00,83610.0
2020-05-26 03:26:20+00:00,78670.0
2020-05-26 03:26:40+00:00,75960.0
2020-05-26 03:27:00+00:00,82670.0
2020-05-26 03:27:20+00:00,87400.0
2020-05-26 03:27:40+00:00,75720.0
2020-05-26 03:28:00+00:00,81110.0
2020-05-26 03:28:20+00:00,77640.0
2020-05-26 03:28:40+00:00,84950.0
2020-05-26 03:29:00+00:00,84300.0
2020-05-26 03:29:20+00:00,80530.0
2020-05-26 03:29:40+00:00,79440.0
2020-05-26 03:30:00+00:00,84910.0
2020-05-26 03:30:20+00:00,80220.0
2020-05-26 03:30:40+00:00,77960.0
2020-05-26 03:31:00+00:00,80110.0
2020-05-26 03:31:20+00:00,73870.0
2020-05-26 03:31:40+00:00,77330.0
2020-05-26 03:32:00+00:00,81550.0
2020-05-26 03:32:20+00:00,82930.0
2020-05-26 03:32:40+00:00,81960.0
2020-05-26 03:33:00+00:00,79200.0
2020-05-26 03:33:20+00:00,79160.0
2020-05-26 03:33:40+00:00,83710.0
2020-05-26 03:34:00+00:00,78110.0
2020-05-26 03:34:20+00:00,82250.0
2020-05-26 03:34:40+00:00,76450.0
2020-05-26 03:35:00+00:00,87180.0
2020-05-26 03:35:20+00:00,76720.0
2020-05-26 03:35:40+00:00,75750.0
2020-05-26 03:36:00+00:00,77540.0
2020-05-26 03:36:20+00:00,86900.0
2020-05-26 03:36:40+00:00,79240.0
2020-05-26 03:37:00+00:00,78690.0
2020-05-26 03:37:20+00:00,80190.0
2020-05-26 03:37:40+00:00,78550.0
2020-05-26 03:38:00+00:00,73400.0
2020-05-26 03:38:20+00:00,77050.0
2020-05-26 03:38:40+00:00,81570.0
2020-05-26 03:39:00+00:00,83450.0
2020-05-26 03:39:20+00:00,80410.0
2020-05-26 03:39:40+00:00,81560.0
2020-05-26 03:40:00+00:00,79950.0
2020-05-26 03:40:20+00:00,75250.0
2020-05-26 03:40:40+00:00,81060.0
2020-05-26 03:41:00+00:00,82890.0
2020-05-26 03:41:20+00:00,80870.0
2020-05-26 03:41:40+00:00,81620.0
2020-05-26 03:42:00+00:00,79550.0
2020-05-26 03:42:20+00:00,80530.0
2020-05-26 03:42:40+00:00,79550.0
2020-05-26 03:43:00+00:00,78260.0
2020-05-26 03:43:20+00:00,78020.0
2020-05-26 03:43:40+00:00,77030.0
2020-05-26 03:44:00+00:00,85590.0
2020-05-26 03:44:20+00:00,81950.0
2020-05-26 03:44:40+00:00,72180.0
2020-05-26 03:45:00+00:00,74500.0
2020-05-26 03:45:20+00:00,72410.0
2020-05-26 03:45:40+00:00,71620.0
2020-05-26 03:46:00+00:00,67930.0
2020-05-26 03:46:20+00:00,78000.0
2020-05-26 03:46:40+00:00,75840.0
2020-05-26 03:47:00+00:00,74870.0
2020-05-26 03:47:20+00:00,73510.0
2020-05-26 03:47:40+00:00,75610.0
2020-05-26 03:48:00+00:00,74610.0
2020-05-26 03:48:20+00:00,70490.0
2020-05-26 03:48:40+00:00,80110.0
2020-05-26 03:49:00+00:00,73390.0
2020-05-26 03:49:20+00:00,76950.0
2020-05-26 03:49:40+00:00,81240.0
2020-05-26 03:50:00+00:00,70810.0
2020-05-26 03:50:20+00:00,77480.0
2020-05-26 03:50:40+00:00,74890.0
2020-05-26 03:51:00+00:00,83390.0
2020-05-26 03:51:20+00:00,74010.0
2020-05-26 03:51:40+00:00,79580.0
2020-05-26 03:52:00+00:00,70330.0
2020-05-26 03:52:20+00:00,79410.0
2020-05-26 03:52:40+00:00,72770.0
2020-05-26 03:53:00+00:00,78820.0
2020-05-26 03:53:20+00:00,77150.0
2020-05-26 03:53:40+00:00,78730.0
2020-05-26 03:54:00+00:00,75190.0
2020-05-26 03:54:20+00:00,81720.0
2020-05-26 03:54:40+00:00,71810.0
2020-05-26 03:55:00+00:00,77050.0
2020-05-26 03:55:20+00:00,77630.0
2020-05-26 03:55:40+00:00,76870.0
2020-05-26 03:56:00+00:00,71520.0
2020-05-26 03:56:20+00:00,73280.0
2020-05-26 03:56:40+00:00,72710.0
2020-05-26 03:57:00+00:00,73930.0
2020-05-26 03:57:20+00:00,76430.0
2020-05-26 03:57:40+00:00,78240.0
2020-05-26 03:58:00+00:00,78140.0
2020-05-26 03:58:20+00:00,79350.0
2020-05-26 03:58:40+00:00,81190.0
2020-05-26 03:59:00+00:00,73110.0
2020-05-26 03:59:20+00:00,75600.0
2020-05-26 03:59:40+00:00,76700.0
2020-05-26 04:00:00+00:00,69580.0
2020-05-26 04:00:20+00:00,76510.0
2020-05-26 04:00:40+00:00,78270.0
2020-05-26 04:01:00+00:00,78350.0
2020-05-26 04:01:20+00:00,73090.0
2020-05-26 04:01:40+00:00,78610.0
